Movie ID,movie_facebook_likes
M001,33000
M002,0
M003,85000
M004,164000
M005,0
M006,24000
M007,0
M008,29000
M009,118000
M010,10000
M011,197000
M012,0
M013,0
M014,5000
M015,48000
M016,118000
M017,0
M018,123000
M019,58000
M020,40000
M021,65000
M022,56000
M023,17000
M024,83000
M025,0
M026,0
M027,26000
M028,72000
M029,44000
M030,150000
M031,80000
M032,0
M033,95000
M034,24000
M035,0
M036,44000
M037,0
M038,56000
M039,60000
M040,41000
M041,30000
M042,10000
M043,24000
M044,30000
M045,0
M046,94000
M047,129000
M048,82000
M049,92000
M050,22000
M051,115000
M052,23000
M053,83000
M054,46000
M055,5000
M056,20000
M057,39000
M058,30000
M059,16000
M060,0
M061,13000
M062,0
M063,44000
M064,29000
M065,0
M066,54000
M067,37000
M068,27000
M069,0
M070,10000
M071,42000
M072,0
M073,0
M074,80000
M075,2000
M076,77000
M077,0
M078,0
M079,118000
M080,65000
M081,18000
M082,53000
M083,89000
M084,45000
M085,677
M086,35000
M087,55000
M088,0
M089,37000
M090,41000
M091,40000
M092,10000
M093,67000
M094,33000
M095,0
M096,96000
M097,349000
M098,175000
M099,0
M100,166000
M101,14000
M102,23000
M103,54000
M104,38000
M105,11000
M106,0
M107,30000
M108,0
M109,89000
M110,82000
M111,11000
M112,0
M113,8000
M114,0
M115,0
M116,0
M117,0
M118,11000
M119,0
M120,10000
M121,15000
M122,0
M123,2000
M124,0
M125,0
M126,58000
M127,0
M128,63000
M129,191000
M130,0
M131,63000
M132,0
M133,0
M134,19000
M135,82000
M136,47000
M137,0
M138,29000
M139,0
M140,20000
M141,18000
M142,0
M143,33000
M144,0
M145,0
M146,24000
M147,11000
M148,0
M149,17000
M150,0
M151,62000
M152,11000
M153,2000
M154,3000
M155,24000
M156,35000
M157,25000
M158,2000
M159,0
M160,51000
M161,19000
M162,5000
M163,46000
M164,24000
M165,0
M166,18000
M167,0
M168,0
M169,42000
M170,0
M171,0
M172,46000
M173,2000
M174,0
M175,65000
M176,0
M177,0
M178,0
M179,27000
M180,190000
M181,13000
M182,26000
M183,11000
M184,0
M185,6000
M186,61000
M187,82000
M188,65000
M189,26000
M190,0
M191,0
M192,16000
M193,23000
M194,71000
M195,44000
M196,11000
M197,0
M198,37000
M199,0
M200,40
M201,11000
M202,13000
M203,16000
M204,20000
M205,0
M206,10000
M207,25
M208,52000
M209,0
M210,0
M211,0
M212,54000
M213,39000
M214,15000
M215,0
M216,0
M217,31000
M218,0
M219,0
M220,19000
M221,0
M222,0
M223,0
M224,122000
M225,0
M226,31000
M227,0
M228,97000
M229,459
M230,61000
M231,0
M232,60000
M233,0
M234,0
M235,11000
M236,71000
M237,10000
M238,0
M239,0
M240,68000
M241,13000
M242,28000
M243,291
M244,0
M245,16000
M246,62000
M247,147000
M248,0
M249,12000
M250,41000
M251,3000
M252,52000
M253,0
M254,4000
M255,0
M256,0
M257,27000
M258,0
M259,0
M260,14000
M261,0
M262,71000
M263,31000
M264,304
M265,12000
M266,36000
M267,0
M268,894
M269,123000
M270,0
M271,21000
M272,0
M273,0
M274,946
M275,0
M276,0
M277,0
M278,5000
M279,153000
M280,0
M281,0
M282,53
M283,0
M284,21000
M285,0
M286,0
M287,0
M288,0
M289,13000
M290,0
M291,0
M292,0
M293,0
M294,0
M295,16000
M296,0
M297,199000
M298,0
M299,0
M300,108000
M301,0
M302,0
M303,11000
M304,24000
M305,17000
M306,25000
M307,2000
M308,14000
M309,138000
M310,0
M311,0
M312,124000
M313,16000
M314,0
M315,21000
M316,0
M317,0
M318,56000
M319,37000
M320,881
M321,27000
M322,416
M323,0
M324,33000
M325,578
M326,0
M327,0
M328,13000
M329,0
M330,0
M331,10000
M332,18000
M333,18000
M334,0
M335,0
M336,14000
M337,56000
M338,16000
M339,11000
M340,16000
M341,10000
M342,16000
M343,0
M344,37000
M345,0
M346,47000
M347,0
M348,66000
M349,701
M350,0
M351,1000
M352,9000
M353,0
M354,0
M355,18000
M356,0
M357,0
M358,0
M359,0
M360,70000
M361,0
M362,29000
M363,12000
M364,0
M365,54000
M366,0
M367,20000
M368,0
M369,0
M370,0
M371,0
M372,0
M373,39000
M374,11000
M375,988
M376,15000
M377,0
M378,0
M379,28000
M380,0
M381,15000
M382,0
M383,0
M384,0
M385,19000
M386,0
M387,2000
M388,979
M389,0
M390,41000
M391,0
M392,0
M393,788
M394,0
M395,0
M396,14000
M397,23000
M398,0
M399,0
M400,0
M401,0
M402,19000
M403,28000
M404,0
M405,59000
M406,19000
M407,372
M408,0
M409,19000
M410,0
M411,0
M412,0
M413,863
M414,49000
M415,0
M416,0
M417,0
M418,0
M419,0
M420,0
M421,10000
M422,941
M423,0
M424,18000
M425,36000
M426,0
M427,374
M428,0
M429,46000
M430,7000
M431,0
M432,0
M433,0
M434,3000
M435,12000
M436,0
M437,0
M438,57000
M439,0
M440,140000
M441,56000
M442,0
M443,0
M444,0
M445,0
M446,0
M447,22000
M448,0
M449,0
M450,14000
M451,0
M452,0
M453,53000
M454,0
M455,0
M456,11000
M457,0
M458,0
M459,19000
M460,55000
M461,0
M462,0
M463,0
M464,20000
M465,0
M466,0
M467,0
M468,0
M469,0
M470,0
M471,82000
M472,0
M473,0
M474,4000
M475,0
M476,0
M477,0
M478,91
M479,16000
M480,0
M481,607
M482,3000
M483,0
M484,0
M485,951
M486,32000
M487,0
M488,0
M489,0
M490,257
M491,0
M492,0
M493,0
M494,0
M495,0
M496,0
M497,665
M498,0
M499,0
M500,0
M501,964
M502,21000
M503,995
M504,941
M505,0
M506,785
M507,20000
M508,138
M509,29000
M510,17000
M511,0
M512,15000
M513,0
M514,0
M515,0
M516,0
M517,31000
M518,0
M519,413
M520,36000
M521,0
M522,56000
M523,16000
M524,0
M525,0
M526,17000
M527,0
M528,0
M529,51000
M530,0
M531,11000
M532,0
M533,893
M534,509
M535,105000
M536,12000
M537,16000
M538,10000
M539,1000
M540,0
M541,0
M542,0
M543,0
M544,0
M545,0
M546,0
M547,0
M548,0
M549,43000
M550,0
M551,0
M552,0
M553,0
M554,0
M555,30000
M556,0
M557,0
M558,648
M559,0
M560,0
M561,683
M562,1000
M563,0
M564,70000
M565,42000
M566,880
M567,0
M568,14000
M569,0
M570,0
M571,0
M572,0
M573,266
M574,17000
M575,0
M576,0
M577,0
M578,886
M579,2000
M580,0
M581,694
M582,0
M583,0
M584,0
M585,0
M586,10000
M587,16000
M588,1000
M589,42000
M590,13000
M591,21000
M592,0
M593,0
M594,14000
M595,0
M596,0
M597,0
M598,2000
M599,5000
M600,45000
M601,1000
M602,25000
M603,26000
M604,0
M605,28000
M606,34000
M607,0
M608,13000
M609,37000
M610,0
M611,15000
M612,0
M613,0
M614,792
M615,0
M616,531
M617,24000
M618,33000
M619,997
M620,17000
M621,584
M622,391
M623,815
M624,2000
M625,5000
M626,11000
M627,0
M628,764
M629,34000
M630,12000
M631,0
M632,29000
M633,0
M634,31000
M635,617
M636,30000
M637,29000
M638,0
M639,10000
M640,0
M641,12000
M642,0
M643,0
M644,98000
M645,0
M646,0
M647,0
M648,0
M649,22000
M650,32000
M651,0
M652,3000
M653,4000
M654,71000
M655,25000
M656,5000
M657,0
M658,1000
M659,144000
M660,0
M661,0
M662,0
M663,25000
M664,35000
M665,0
M666,0
M667,0
M668,0
M669,0
M670,0
M671,59000
M672,10000
M673,16000
M674,23000
M675,18000
M676,0
M677,0
M678,688
M679,32000
M680,0
M681,4000
M682,892
M683,0
M684,48000
M685,0
M686,0
M687,0
M688,177
M689,15000
M690,0
M691,0
M692,32000
M693,295
M694,40000
M695,26000
M696,0
M697,0
M698,19000
M699,0
M700,0
M701,0
M702,0
M703,0
M704,0
M705,0
M706,0
M707,114000
M708,0
M709,0
M710,13000
M711,0
M712,11000
M713,30000
M714,0
M715,912
M716,146000
M717,0
M718,0
M719,885
M720,18000
M721,0
M722,886
M723,22000
M724,0
M725,0
M726,0
M727,0
M728,0
M729,0
M730,781
M731,24000
M732,26000
M733,0
M734,32000
M735,0
M736,0
M737,0
M738,0
M739,0
M740,38000
M741,0
M742,0
M743,42000
M744,858
M745,10000
M746,6000
M747,14000
M748,747
M749,0
M750,0
M751,0
M752,1000
M753,12000
M754,0
M755,0
M756,829
M757,0
M758,0
M759,797
M760,1000
M761,17000
M762,24000
M763,28000
M764,0
M765,0
M766,11000
M767,0
M768,64000
M769,621
M770,0
M771,40000
M772,0
M773,23000
M774,0
M775,0
M776,448
M777,690
M778,0
M779,0
M780,0
M781,11000
M782,0
M783,956
M784,846
M785,0
M786,0
M787,0
M788,0
M789,15000
M790,470
M791,0
M792,20000
M793,880
M794,10000
M795,123000
M796,0
M797,0
M798,2000
M799,0
M800,589
M801,17000
M802,44000
M803,791
M804,0
M805,641
M806,0
M807,2000
M808,12000
M809,0
M810,0
M811,426
M812,0
M813,117000
M814,296
M815,112000
M816,35000
M817,990
M818,0
M819,500
M820,2000
M821,472
M822,0
M823,0
M824,22000
M825,19000
M826,0
M827,0
M828,11000
M829,12000
M830,0
M831,782
M832,18000
M833,0
M834,0
M835,0
M836,0
M837,59000
M838,0
M839,0
M840,0
M841,0
M842,960
M843,0
M844,5000
M845,0
M846,65000
M847,0
M848,0
M849,56000
M850,0
M851,0
M852,32000
M853,0
M854,0
M855,0
M856,13000
M857,0
M858,0
M859,0
M860,0
M861,8000
M862,0
M863,0
M864,14000
M865,0
M866,0
M867,0
M868,0
M869,0
M870,0
M871,30000
M872,15000
M873,0
M874,0
M875,0
M876,0
M877,0
M878,14000
M879,1000
M880,0
M881,0
M882,0
M883,0
M884,953
M885,316
M886,610
M887,10000
M888,437
M889,19000
M890,0
M891,0
M892,448
M893,0
M894,26000
M895,10000
M896,0
M897,0
M898,0
M899,0
M900,2000
M901,0
M902,0
M903,0
M904,10000
M905,361
M906,44000
M907,0
M908,21000
M909,0
M910,853
M911,672
M912,15000
M913,39000
M914,0
M915,10000
M916,9000
M917,0
M918,0
M919,13000
M920,0
M921,11000
M922,0
M923,846
M924,0
M925,605
M926,1000
M927,13000
M928,0
M929,36000
M930,0
M931,0
M932,74000
M933,11000
M934,0
M935,41000
M936,0
M937,37000
M938,0
M939,0
M940,24000
M941,11000
M942,0
M943,10000
M944,0
M945,13000
M946,90000
M947,0
M948,0
M949,0
M950,22000
M951,0
M952,2000
M953,0
M954,44000
M955,795
M956,0
M957,27000
M958,0
M959,24000
M960,0
M961,48000
M962,955
M963,0
M964,624
M965,1000
M966,970
M967,45000
M968,0
M969,27000
M970,0
M971,44000
M972,18000
M973,773
M974,1000
M975,2000
M976,25000
M977,0
M978,0
M979,39000
M980,3000
M981,15000
M982,669
M983,0
M984,47000
M985,0
M986,0
M987,0
M988,1000
M989,812
M990,0
M991,0
M992,718
M993,0
M994,0
M995,361
M996,877
M997,0
M998,16000
M999,0
M1000,0
M1001,3000
M1002,0
M1003,43000
M1004,0
M1005,705
M1006,0
M1007,0
M1008,915
M1009,0
M1010,0
M1011,10000
M1012,0
M1013,779
M1014,15000
M1015,0
M1016,0
M1017,0
M1018,18000
M1019,0
M1020,697
M1021,0
M1022,943
M1023,9000
M1024,0
M1025,0
M1026,422
M1027,0
M1028,14000
M1029,0
M1030,28000
M1031,288
M1032,255
M1033,15000
M1034,0
M1035,0
M1036,31000
M1037,2000
M1038,21000
M1039,0
M1040,0
M1041,36000
M1042,67000
M1043,0
M1044,0
M1045,352
M1046,3000
M1047,18000
M1048,0
M1049,0
M1050,0
M1051,0
M1052,828
M1053,0
M1054,38000
M1055,0
M1056,0
M1057,522
M1058,2000
M1059,0
M1060,0
M1061,0
M1062,0
M1063,261
M1064,616
M1065,0
M1066,881
M1067,0
M1068,3000
M1069,0
M1070,975
M1071,0
M1072,0
M1073,115
M1074,0
M1075,63000
M1076,0
M1077,0
M1078,0
M1079,1000
M1080,0
M1081,1000
M1082,22000
M1083,0
M1084,0
M1085,86000
M1086,0
M1087,19000
M1088,0
M1089,26000
M1090,0
M1091,0
M1092,0
M1093,0
M1094,0
M1095,52000
M1096,0
M1097,0
M1098,0
M1099,1000
M1100,0
M1101,743
M1102,10000
M1103,531
M1104,0
M1105,12000
M1106,0
M1107,0
M1108,0
M1109,28000
M1110,2000
M1111,2000
M1112,593
M1113,11000
M1114,14000
M1115,0
M1116,0
M1117,0
M1118,451
M1119,0
M1120,916
M1121,0
M1122,0
M1123,46000
M1124,0
M1125,652
M1126,915
M1127,15000
M1128,0
M1129,0
M1130,0
M1131,0
M1132,892
M1133,0
M1134,17000
M1135,68
M1136,17000
M1137,0
M1138,89000
M1139,0
M1140,0
M1141,0
M1142,0
M1143,353
M1144,0
M1145,1000
M1146,0
M1147,11000
M1148,0
M1149,0
M1150,0
M1151,0
M1152,0
M1153,0
M1154,16000
M1155,39000
M1156,11000
M1157,0
M1158,0
M1159,0
M1160,24000
M1161,0
M1162,17000
M1163,893
M1164,0
M1165,0
M1166,0
M1167,0
M1168,20000
M1169,748
M1170,0
M1171,10000
M1172,0
M1173,19000
M1174,50000
M1175,0
M1176,455
M1177,0
M1178,0
M1179,161
M1180,0
M1181,505
M1182,14000
M1183,11000
M1184,11000
M1185,0
M1186,63000
M1187,10000
M1188,0
M1189,12000
M1190,83000
M1191,101000
M1192,681
M1193,0
M1194,0
M1195,58000
M1196,0
M1197,40000
M1198,74000
M1199,12000
M1200,1000
M1201,0
M1202,0
M1203,14000
M1204,14000
M1205,13000
M1206,28000
M1207,0
M1208,55000
M1209,11000
M1210,54000
M1211,0
M1212,0
M1213,0
M1214,13000
M1215,0
M1216,0
M1217,0
M1218,0
M1219,663
M1220,2000
M1221,35000
M1222,0
M1223,16000
M1224,0
M1225,55000
M1226,0
M1227,12000
M1228,0
M1229,0
M1230,0
M1231,0
M1232,25000
M1233,29000
M1234,49000
M1235,12000
M1236,0
M1237,14000
M1238,0
M1239,17000
M1240,263
M1241,0
M1242,0
M1243,0
M1244,11000
M1245,3000
M1246,16000
M1247,0
M1248,0
M1249,0
M1250,694
M1251,0
M1252,0
M1253,0
M1254,0
M1255,42000
M1256,0
M1257,26000
M1258,0
M1259,0
M1260,0
M1261,390
M1262,20000
M1263,445
M1264,16000
M1265,0
M1266,301
M1267,702
M1268,24000
M1269,0
M1270,39000
M1271,0
M1272,0
M1273,470
M1274,3000
M1275,394
M1276,279
M1277,0
M1278,299
M1279,0
M1280,8000
M1281,0
M1282,0
M1283,680
M1284,15000
M1285,0
M1286,416
M1287,0
M1288,0
M1289,309
M1290,0
M1291,0
M1292,555
M1293,604
M1294,54000
M1295,754
M1296,15000
M1297,835
M1298,630
M1299,39000
M1300,849
M1301,0
M1302,0
M1303,579
M1304,612
M1305,0
M1306,11000
M1307,0
M1308,866
M1309,328
M1310,401
M1311,10000
M1312,892
M1313,158
M1314,565
M1315,15000
M1316,0
M1317,211
M1318,0
M1319,823
M1320,0
M1321,12000
M1322,0
M1323,0
M1324,0
M1325,265
M1326,58000
M1327,0
M1328,89
M1329,15000
M1330,21000
M1331,13000
M1332,0
M1333,14000
M1334,25000
M1335,14000
M1336,177
M1337,0
M1338,12000
M1339,0
M1340,0
M1341,9000
M1342,478
M1343,478
M1344,0
M1345,13000
M1346,33000
M1347,0
M1348,0
M1349,0
M1350,0
M1351,989
M1352,8000
M1353,689
M1354,168
M1355,0
M1356,352
M1357,0
M1358,12000
M1359,911
M1360,23000
M1361,39000
M1362,389
M1363,474
M1364,0
M1365,27000
M1366,366
M1367,0
M1368,14000
M1369,70000
M1370,29000
M1371,14000
M1372,0
M1373,0
M1374,83000
M1375,13000
M1376,0
M1377,15000
M1378,0
M1379,19000
M1380,0
M1381,0
M1382,35000
M1383,240
M1384,0
M1385,0
M1386,12000
M1387,0
M1388,852
M1389,0
M1390,11000
M1391,591
M1392,846
M1393,23000
M1394,17000
M1395,133
M1396,279
M1397,638
M1398,24000
M1399,12000
M1400,0
M1401,12000
M1402,2000
M1403,0
M1404,38000
M1405,0
M1406,0
M1407,31000
M1408,36000
M1409,0
M1410,0
M1411,17000
M1412,0
M1413,0
M1414,25000
M1415,919
M1416,0
M1417,11000
M1418,0
M1419,0
M1420,0
M1421,10000
M1422,0
M1423,0
M1424,0
M1425,0
M1426,0
M1427,41000
M1428,0
M1429,39000
M1430,0
M1431,18000
M1432,0
M1433,0
M1434,913
M1435,0
M1436,0
M1437,0
M1438,0
M1439,11000
M1440,0
M1441,0
M1442,52000
M1443,0
M1444,13000
M1445,265
M1446,0
M1447,0
M1448,0
M1449,21000
M1450,0
M1451,0
M1452,0
M1453,12000
M1454,16000
M1455,5000
M1456,0
M1457,0
M1458,0
M1459,0
M1460,12000
M1461,0
M1462,11000
M1463,0
M1464,0
M1465,0
M1466,949
M1467,0
M1468,0
M1469,23000
M1470,13000
M1471,538
M1472,0
M1473,0
M1474,0
M1475,0
M1476,20000
M1477,0
M1478,0
M1479,17000
M1480,0
M1481,0
M1482,0
M1483,0
M1484,0
M1485,452
M1486,0
M1487,0
M1488,433
M1489,0
M1490,0
M1491,39000
M1492,471
M1493,10000
M1494,704
M1495,0
M1496,494
M1497,24000
M1498,0
M1499,9000
M1500,20000
M1501,892
M1502,6000
M1503,561
M1504,675
M1505,0
M1506,262
M1507,633
M1508,29000
M1509,677
M1510,0
M1511,26
M1512,38000
M1513,0
M1514,0
M1515,23000
M1516,120
M1517,0
M1518,0
M1519,23000
M1520,1000
M1521,314
M1522,0
M1523,13000
M1524,0
M1525,0
M1526,742
M1527,1000
M1528,0
M1529,0
M1530,19000
M1531,4000
M1532,463
M1533,4000
M1534,0
M1535,12000
M1536,783
M1537,14000
M1538,0
M1539,15000
M1540,0
M1541,21000
M1542,0
M1543,0
M1544,11000
M1545,0
M1546,27000
M1547,97000
M1548,0
M1549,0
M1550,0
M1551,0
M1552,0
M1553,56000
M1554,0
M1555,10000
M1556,5000
M1557,2000
M1558,0
M1559,0
M1560,0
M1561,0
M1562,702
M1563,0
M1564,12000
M1565,0
M1566,350
M1567,13000
M1568,643
M1569,625
M1570,559
M1571,290
M1572,19000
M1573,0
M1574,0
M1575,0
M1576,0
M1577,64000
M1578,0
M1579,149000
M1580,0
M1581,0
M1582,0
M1583,62000
M1584,28000
M1585,0
M1586,0
M1587,0
M1588,0
M1589,0
M1590,0
M1591,32000
M1592,0
M1593,0
M1594,0
M1595,41000
M1596,0
M1597,5000
M1598,0
M1599,0
M1600,0
M1601,39000
M1602,22000
M1603,0
M1604,12000
M1605,14000
M1606,0
M1607,57000
M1608,0
M1609,0
M1610,181
M1611,883
M1612,11000
M1613,19000
M1614,0
M1615,81000
M1616,75000
M1617,602
M1618,5000
M1619,0
M1620,0
M1621,0
M1622,0
M1623,0
M1624,0
M1625,0
M1626,0
M1627,0
M1628,78000
M1629,0
M1630,13000
M1631,0
M1632,0
M1633,1000
M1634,1000
M1635,0
M1636,0
M1637,20000
M1638,771
M1639,12000
M1640,13000
M1641,0
M1642,13000
M1643,0
M1644,0
M1645,59000
M1646,44000
M1647,11000
M1648,34000
M1649,0
M1650,16000
M1651,0
M1652,13000
M1653,0
M1654,66000
M1655,0
M1656,0
M1657,0
M1658,0
M1659,38000
M1660,0
M1661,1000
M1662,0
M1663,39000
M1664,0
M1665,0
M1666,0
M1667,304
M1668,13000
M1669,29000
M1670,0
M1671,0
M1672,1000
M1673,0
M1674,11000
M1675,592
M1676,0
M1677,1000
M1678,18000
M1679,11000
M1680,484
M1681,11000
M1682,491
M1683,27000
M1684,0
M1685,999
M1686,629
M1687,204
M1688,0
M1689,24000
M1690,0
M1691,0
M1692,462
M1693,12000
M1694,0
M1695,0
M1696,0
M1697,625
M1698,0
M1699,23000
M1700,0
M1701,858
M1702,654
M1703,0
M1704,24000
M1705,387
M1706,0
M1707,0
M1708,0
M1709,19000
M1710,0
